Assembly Name,Assembly Accession,Assembly Paired Assembly Accession,Organism Name,Organism Taxonomic ID,ANI Check status,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Number of Contigs,Assembly Stats Scaffold N50,Assembly Stats GC Percent,Annotation Count Gene Total,Annotation Count Gene Protein-coding
ASM1418238v1,GCA_014182385.1,,Eucalyptus viminalis,155764,,,558707134,1755,52933358,39.5,,
cbDidInsu2.1,GCA_975465575.1,,Vinealobryum insulanum,260776,,,277380014,1177,17234450,41,,
cbOrtLyel3.1,GCA_977013335.1,,Pulvigera lyellii,61563,,,310820779,883,48473649,38.5,,
cbEncCili3.1,GCA_976988785.1,,Encalypta ciliata,130446,,,402542723,1154,28218935,40.5,,
cbPohAnno2.1,GCA_977013525.1,,Pohlia annotina,573575,,,319874016,785,27198281,38,,
ucChlMari1.1,GCA_977109245.1,,Chloropicon mariensis,1606511,,,19667366,60,930869,49,,
cbOrtRufe2.2,GCA_965112805.2,,Orthothecium rufescens,142610,,,313759311,1122,28669415,39,,
cbBryMora1.1,GCA_976225435.1,,Ptychostomum moravicum,981515,,,455995986,1426,46529218,40.5,,
ASM2203655v1,GCA_022036555.1,,Microstegium vimineum,91518,,,1118670587,5308,53044242,45,,
cbLewAffi3.1,GCA_977000275.1,,Lewinskya affinis,279758,,,270073375,769,42263408,37.5,,
cbPteFili1.1,GCA_965278105.1,,Pterigynandrum filiforme,271520,,,305647405,1000,27186251,38,,
cbFleFlex1.1,GCA_974117315.1,,Flexitrichum flexicaule,98466,,,282270354,1059,19468468,41,,
ASM2403449v1,GCA_024034495.1,,Camelina laxa,359823,,,212920349,807,31824321,37,,
cbAmpMoug5.1,GCA_975525615.1,,Amphidium mougeotii,96799,,,272102194,881,18876701,39,,
cbBraRuta5.1,GCA_965636905.1,,Brachythecium rutabulum,53005,,,824432276,2539,68756013,37.5,,
cbAtrSubp2.1,GCA_976304285.1,,Atractylocarpus subporodictyon,3046827,,,242991773,878,20352972,40,,
cbTorTort1.1,GCA_974117475.1,,Tortella tortuosa,93848,,,291853234,1102,19710685,38.5,,
lpCarLaev1.1,GCA_964214065.1,,Carex laevigata,372271,,,376542772,1140,10577923,34,,
cbRosCapi1.1,GCA_973799455.1,,Ptychostomum capillare,99387,,,394506959,1418,40967537,40,,
cbSchStri1.1,GCA_977013345.1,,Schistidium strictum,254110,,,246327730,864,20756265,40.5,,
cbAulAndr5.1,GCA_975146365.1,,Aulacomnium androgynum,67247,,,236879187,846,19044678,40,,
cbDidMaxi1.1,GCA_977930375.1,,Geheebia maxima,260772,,,246124843,1144,16427198,41.5,,
CUHK_Cgra_2.1,GCA_036172215.1,,Camellia granthamiana,182298,,,2412426843,7912,139717071,37.5,,
cbOrtPulc3.1,GCA_977000265.1,,Orthotrichum pulchellum,520846,,,258570047,839,24887537,37.5,,
cbTetMnio3.1,GCA_976225305.1,,Tetraplodon mnioides,67441,,,216670180,789,22353143,44.5,,
cbFleGrac2.1,GCA_975573065.1,,Flexitrichum gracile,2779711,,,242234249,1084,18012156,40,,
cbAnoAest3.1,GCA_977018995.1,,Anoectangium aestivum,200692,,,261426670,975,21159848,40,,
lpCarDist1.hap1.2,GCA_964659625.2,,Carex distans,241205,,,356706902,1470,9926076,34,,
cbDicDenu2.1,GCA_966197065.1,,Dicranodontium denudatum,94686,,,255081649,1163,20983801,40,,
ASM2243297v1,GCA_022432975.1,,Begonia masoniana,198562,,,799686545,5223,52515067,38.5,,
cbDicBonj1.1,GCA_978264295.1,,Dicranum bonjeanii,98486,,,632571261,3220,55873802,41,,
cjPetRalf1.1,GCA_978019955.1,,Petalophyllum ralfsii,56941,,,2299597216,9717,259786185,43.5,,
caAndFrig2.1,GCA_965644415.1,,Andreaea frigida,1183223,,,238337626,954,23571646,44.5,,
CEMPS_Cocculta_1.0,GCA_028015245.1,,Cardamine occulta,2054765,,,683238663,5036,21800376,35.5,,
Pbar.2022.LG,GCA_003313485.2,,Penstemon barbatus,160364,,,592077615,1876,80351542,35,,
cbDicFlex1.1,GCA_977013415.1,,Dicranum flexicaule,948872,,,576290382,2871,61513445,41.5,,
cbPohWahl2.1,GCA_975525915.1,,Pohlia wahlenbergii,576385,,,364758220,2536,30458288,39.5,,
ASM2450014v1,GCA_024500145.1,,Gentiana dahurica var. dahurica,553044,,,1416543111,8919,113308739,37.5,,
cbFisDubi2.1,GCA_976985705.1,,Fissidens dubius,127171,,,316286641,1851,25048567,38,,
cbGriElon5.1,GCA_977013165.1,,Grimmia elongata,254105,,,393366778,1778,30653069,41.5,,
drGenPilo1.hap1.1,GCA_965217325.1,,Genista pilosa,238501,,,914403269,4626,86429157,35,,
cbOedGrif2.1,GCA_977872475.1,,Oedipodium griffithianum,127538,,,269458273,1298,24451873,45,,
cbBryCale10.1,GCA_963971425.1,,Bryoerythrophyllum caledonicum,1988022,,,437454196,2868,31736312,42,,
cbFisTaxi1.1,GCA_976483725.1,,Fissidens taxifolius,52983,,,270844412,1426,22282609,37.5,,
cbGriPulv3.1,GCA_977000245.1,,Grimmia pulvinata,115594,,,476027777,2290,19433895,39,,
SEGI.2.0,GCA_007115665.2,,Sequoiadendron giganteum,99814,,,8124394480,52815,690549816,35.5,,
ASM2621240v1,GCA_026212405.1,,Petrea volubilis,41233,,,480227434,3903,25555143,34,,
cbDicScot3.1,GCA_975465555.1,,Dicranum scottianum,1510177,,,550331151,3145,68687881,41.5,,
cmRicSoro2.1,GCA_975143555.1,,Riccia sorocarpa,122646,,,422576536,2949,59147147,42,,
cbGriDeci1.1,GCA_975301245.1,,Grimmia decipiens,296912,,,556277087,2963,22591750,40,,
cbDicTaur3.1,GCA_974117265.1,,Dicranum tauricum,226469,,,490111222,2783,38285667,40,,
cbGriFuna3.1,GCA_976988805.1,,Grimmia funalis,296916,,,271582219,1577,22744351,40.5,,
cbDidRigi4.1,GCA_975145935.1,,Didymodon rigidulus,260780,,,237858424,1423,16917733,41.5,,
cbRhaCris3.1,GCA_975143445.1,,Rhabdoweisia crispata,115595,,,264189154,1579,18315459,40.5,,
cbPtyPale2.1,GCA_977963955.1,,Ptychostomum pallens,200810,,,415236429,3110,30746562,42.5,,
cbBliRecu4.1,GCA_978045215.1,,Blindiadelphus recurvatus,1933241,,,283153815,1724,24232417,40.5,,
cbCamIntr1.1,GCA_975300755.1,,Campylopus introflexus,98324,,,241170858,1728,18890008,42,,
caAndNiva3.2,GCA_965637445.2,,Andreaea nivalis,64624,,,253467390,1708,24371299,44.5,,
cbDilFasc15.1,GCA_977014425.1,,Dilutineuron fasciculare,129286,,,216780544,1796,14933877,43.5,,
cbLeuGlau1.1,GCA_965648415.1,,Leucobryum glaucum,94688,,,436794029,2919,38913260,40.5,,
cbRacHete1.1,GCA_978765405.1,,Racomitrium heterostichum,374220,,,232551066,1738,18352366,42.5,,
cbFisAdia4.1,GCA_975146375.1,,Fissidens adianthoides,98470,,,577485684,4505,22812427,38,,
cbGriAtra4.1,GCA_976913875.1,,Grimmia atrata,1920322,,,412926580,3068,36196289,41.5,,
dcCarEdul1.hap1.1,GCA_965788445.1,,Carpobrotus edulis,379215,,,939888601,8398,99419539,42,,
ASM5182099v1,GCA_051820995.1,,Acanthus volubilis,1605258,,,839460050,13896,31156414,37,,
drRibUvac1.hap1.1,GCA_965211865.1,,Ribes uva-crispa,135518,,,812652959,7735,94913092,37,,
ASM2243306v1,GCA_022433065.1,,Begonia loranthoides,200023,,,671671851,14059,33309387,36.5,,
cbCamFlex1.1,GCA_976985155.1,,Campylopus flexuosus,96529,,,277957616,2375,22376548,41.5,,
cbGriDonn2.1,GCA_976919255.1,,Grimmia donniana,296914,,,332499531,2789,26622037,41.5,,
ASM1980459v1,GCA_019804595.1,,Bruguiera parviflora,106618,,,210391494,13911,10772294,35.5,,
ASM306328v2,GCA_003063285.2,,Arachis monticola,227691,,,2618653824,37492,124915013,36,,
TFas_v1.1,GCA_029168755.2,,Tillandsia fasciculata,220113,,,837574979,8624,23642332,43,,
ASM2243305v1,GCA_022433055.1,,Begonia peltatifolia,1406276,,,309996912,8793,20506644,38,,
TLei_v1.1,GCA_029204045.2,,Tillandsia leiboldiana,1842917,,,1180439016,18519,43354870,44.5,,
ASM1229523v2,GCF_012295235.1,GCA_012295235.2,Primulina huaijiensis,1492673,,GCF_012295235.1-RS_2025_04,469494361,30829,23770117,35.5,35826,30037
Btersa_1,GCA_052576365.1,,Brownlowia tersa,2715083,,,392909504,13281,25701328,33,,
MPIPZ_Amontbretiana_3.1,GCA_001484125.2,,Arabis montbretiana,746018,,,257630540,12610,30829197,35.5,,
ASM2756231v1,GCA_027562315.1,,Costus pulverulentus,160685,,,735858963,86708,63174634,39.5,,
Avena_byzantina_PI258586_v1_assembly,GCA_910574625.1,,Avena byzantina,146531,,,12798804213,1512271,527823683,44,,
Hanom1.0-20201016,GCA_047456115.1,,Helianthus anomalus,73274,,Annotation submitted by INRAE/CNRS,6060283471,868352,309235862,39,169515,147158
Phyfe_v1,GCA_036630335.1,,Physaria fendleri,63442,,,272470446,94152,41908749,35,,
ASM1367727v1,GCA_013677275.1,,Gossypium schwendimanii,34291,,Annotation submitted by Mississippi State University,729428757,656966,38315909,33.5,30518,30518
ASM1346749v1,GCA_013467495.1,,Gossypium gossypioides,34282,,Annotation submitted by Mississippi State University,664724314,590898,32963687,34,22426,22426
ASM1346746v1,GCA_013467465.1,,Gossypium trilobum,34281,,Annotation submitted by Mississippi State University,655376848,590117,35740580,34,28298,28298
ASM1346748v1,GCA_013467485.1,,Gossypium lobatum,34289,,Annotation submitted by Mississippi State University,744535494,922470,41563985,33,28151,28151
ASM1348766v1,GCA_013487665.1,,Gossypium aridum,34290,,Annotation submitted by Mississippi State University,739119247,921717,42243713,33,27546,27546
ASM1351131v1,GCA_013511315.1,,Gossypium laxum,34288,,Annotation submitted by Mississippi State University,833895178,1423309,48342157,34,26030,26030
ASM1367726v1,GCA_013677265.1,,Gossypium armourianum,34283,,Annotation submitted by Mississippi State University,780950899,1450795,45725318,34.5,23440,23440
